code_segment,nom_segment,type_route,longueur_km,nombre_voies,capacite_vehicules_h,lat_debut,lon_debut,lat_fin,lon_fin,lat_centre,lon_centre,est_axe_critique,source_donnee,date_extraction
OSM_401736506_732127840_0,Rue Dominique Savio(N°1.225),Rue secondaire,0.292609532993022,2,1600,4.0289856,9.6968636,4.026781,9.6954232,4.027883300502792,9.696143398957805,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_401736506_401737062_0,Rue Njo-Njo,Avenue principale,0.12269303820647393,2,3000,4.0289856,9.6968636,4.0283757,9.6977854,4.028680650102035,9.697324500184436,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_401736506_2577921116_0,Rue Njo-Njo,Avenue principale,0.20253153861948409,2,3000,4.0289856,9.6968636,4.0301251,9.6954609,4.0295100505773025,9.696120876427813,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_401736896_4052897787_0,Segment sans nom,Rue secondaire,0.00880993791951528,2,1600,4.049743,9.7016476,4.0496919,9.7017083,4.049717450000412,9.701677950000981,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_401736896_732131175_0,Boulevard de la République(Rue 1.729),Avenue principale,0.14551394904020315,2,3000,4.049743,9.7016476,4.048725,9.7008237,4.0492306335611294,9.701239777180282,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_401736899_732153362_0,Segment sans nom,Rue secondaire,0.038316195426460274,2,1600,4.0481208,9.7018154,4.0480953,9.7014709,4.04810805001883,9.701643150000464,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_401736899_4052897787_0,Segment sans nom,Rue secondaire,0.1751072495620063,2,1600,4.0481208,9.7018154,4.0496919,9.7017083,4.0489061428239586,9.701758936618116,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_401736899_732123497_0,Segment sans nom,Rue secondaire,0.09814137992715814,2,1600,4.0481208,9.7018154,4.0472407,9.7018816,4.047680609057973,9.701846694255133,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_401737062_732122911_0,Rue 1.229,Rue secondaire,0.09889052737820853,2,1600,4.0283757,9.6977854,4.0291167,9.6982784,4.028746200058544,9.698031899880439,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_401737062_401736506_0,Rue Njo-Njo,Avenue principale,0.12269303820647393,2,3000,4.0283757,9.6977854,4.0289856,9.6968636,4.028680650102035,9.697324500184436,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_401737062_732147094_0,Rue 1.229,Rue secondaire,0.29242432385885964,2,1600,4.0283757,9.6977854,4.0261826,9.6963305,4.027278705473158,9.697058614280689,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_401737062_2370676606_0,Rue Njo-Njo,Avenue principale,0.12239276089827399,2,3000,4.0283757,9.6977854,4.0277701,9.6987068,4.028073449049037,9.698246458157021,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_401757524_732134449_0,Segment sans nom,Avenue principale,0.05257417613217331,2,3000,4.0544813,9.7619828,4.0549518,9.7620296,4.054716550002297,9.762006199986917,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_401757524_1091368268_0,Segment sans nom,Avenue principale,0.054245767542188454,2,3000,4.0544813,9.7619828,4.0539967,9.7619265,4.054239000002797,9.761954649984942,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_401757524_401757529_0,Segment sans nom,Rue secondaire,0.16702643815638948,2,1600,4.0544813,9.7619828,4.0543392,9.7634819,4.054410347511509,9.762732358183325,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_401757529_5787269429_0,Segment sans nom,Rue secondaire,0.016324123349550624,2,1600,4.0543392,9.7634819,4.0541927,9.7634724,4.05426595000016,9.763477149998955,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_401757529_5787269427_0,Segment sans nom,Rue secondaire,0.017348909425725305,2,1600,4.0543392,9.7634819,4.0544948,9.7634934,4.054417000000199,9.763487649998753,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_401757529_401757524_0,Segment sans nom,Rue secondaire,0.16702643815638948,2,1600,4.0543392,9.7634819,4.0544813,9.7619828,4.054410347511509,9.762732358183325,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_401757573_732130928_0,Segment sans nom,Rue secondaire,0.014100059442436945,2,1600,4.0826688,9.7255847,4.0827434,9.7254819,4.08270610000124,9.725533300002514,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_401757573_5779068535_0,Segment sans nom,Rue secondaire,0.0878889919061385,2,1600,4.0826688,9.7255847,4.0818957,9.7257496,4.082282249999028,9.72566715002379,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_401757573_5779068536_0,Segment sans nom,Rue secondaire,0.14264893948214133,2,1600,4.0826688,9.7255847,4.0819427,9.7266438,4.082294759541884,9.726106955540844,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732117992_5741850342_0,Segment sans nom,Rue secondaire,0.07835124384091618,2,1600,4.1011779,9.7580887,4.1005042,9.7582957,4.100841050000055,9.758192200031566,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732117992_732138248_0,Segment sans nom,Rue secondaire,0.11752042247883977,2,1600,4.1011779,9.7580887,4.1022344,9.7581173,4.101706150005335,9.758102999958624,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732117992_732142690_0,Entrée Baden-Baden,Rue secondaire,0.03426185649666345,2,1600,4.1011779,9.7580887,4.1010935,9.7577916,4.101135700015304,9.757940149994552,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732117992_5726326436_0,Entrée Baden-Baden,Rue secondaire,0.07062368883342487,2,1600,4.1011779,9.7580887,4.1013634,9.7586977,4.101270650064761,9.758393199974625,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732117993_732145838_0,Segment sans nom,Rue secondaire,0.07993988675602781,2,1600,4.0853425,9.6794371,4.08606,9.6793919,4.085701263926377,9.67941471820116,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732117994_1797221639_0,Segment sans nom,Rue secondaire,0.06343412097859272,2,1600,4.0762106,9.7849023,4.0758676,9.7844453,4.076039100042271,9.784673799954334,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732117994_732145219_0,The Road To Sodicombo,Avenue principale,0.06918896947358379,2,3000,4.0762106,9.7849023,4.0755888,9.7849255,4.07589970000041,9.784913899992993,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732117994_5754494156_0,The Road To Sodicombo,Avenue principale,0.042833501766374286,2,3000,4.0762106,9.7849023,4.0765955,9.7848868,4.076403050000135,9.784894549997453,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118001_2381059562_0,Segment sans nom,Rue secondaire,0.05849269774259716,2,1600,4.0133088,9.7556609,4.0132238,9.7551405,4.013266300044105,9.755400699994144,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118001_732148529_0,Segment sans nom,Rue secondaire,0.06759481817562565,2,1600,4.0133088,9.7556609,4.0139041,9.7555375,4.013606449999176,9.755599200012655,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118001_732131382_0,Segment sans nom,Rue secondaire,0.16303880523421913,2,1600,4.0133088,9.7556609,4.0136138,9.7569571,4.01334219143184,9.756364675943741,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118001_2381059532_0,Segment sans nom,Rue secondaire,0.2056762724165707,2,1600,4.0133088,9.7556609,4.0114719,9.7554785,4.012387013011421,9.755601045285136,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118003_732149776_0,Segment sans nom,Rue secondaire,0.09052679327302957,2,1600,4.1116189,9.6399584,4.1108761,9.6402925,4.111247500007133,9.640125450066689,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118003_12762863857_0,Segment sans nom,Rue secondaire,0.0973972017568427,2,1600,4.1116189,9.6399584,4.1124061,9.6395733,4.112012500010435,9.639765850083096,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118003_12762863858_0,Segment sans nom,Rue secondaire,0.181930669880668,2,1600,4.1116189,9.6399584,4.1123118,9.6414444,4.111965350398723,9.640701399721447,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118003_12762863862_0,Segment sans nom,Rue secondaire,0.1989329251728351,2,1600,4.1116189,9.6399584,4.1106443,9.6384785,4.111190915238371,9.639177232002497,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118008_732121654_0,Segment sans nom,Rue secondaire,0.050455428106454224,2,1600,3.9992154,9.7687621,3.9992399,9.7692163,3.9992276500321844,9.768989200002663,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118008_5786977587_0,Segment sans nom,Rue secondaire,0.06009722720431582,2,1600,3.9992154,9.7687621,3.9997552,9.768789,3.9994853000018433,9.768775549987147,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118008_732128783_0,Segment sans nom,Rue secondaire,0.08064045068651013,2,1600,3.9992154,9.7687621,3.9994306,9.7680768,3.9992948021306693,9.768411256397073,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118018_732136522_0,Segment sans nom,Rue secondaire,0.06350781415320639,2,1600,4.0681035,9.7623719,4.0686466,9.7621947,4.068375050000192,9.762283300022082,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118018_732153277_0,Segment sans nom,Rue secondaire,0.06535160743079363,2,1600,4.0681035,9.7623719,4.0675465,9.7625599,4.067825000000357,9.762465900024363,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118018_732138518_0,Segment sans nom,Rue secondaire,0.17410480094740818,2,1600,4.0681035,9.7623719,4.0676049,9.7608839,4.067854200388027,9.76162789982843,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118018_732127306_0,Segment sans nom,Rue secondaire,0.1175581222221653,2,1600,4.0681035,9.7623719,4.068449,9.7633736,4.068276250176488,9.762872749919044,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118024_5764158218_0,Segment sans nom,Rue secondaire,0.07844127803426085,2,1600,3.9994132,9.810938,4.0001183,9.8109599,3.9997657500025294,9.810948949980084,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118024_5764158213_0,Segment sans nom,Rue secondaire,0.06893183065477951,2,1600,3.9994132,9.810938,3.9994489,9.8103176,3.9994310500574617,9.810627800018576,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118024_732122601_0,Segment sans nom,Rue secondaire,0.12148393216158959,2,1600,3.9994132,9.810938,3.9983212,9.8109039,3.998867199500895,9.810920965995102,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118024_732144949_0,Segment sans nom,Rue secondaire,0.22503374190405084,2,1600,3.9994132,9.810938,3.99939,9.8129663,3.999409072371131,9.811952159947525,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118036_732132843_0,Segment sans nom,Rue secondaire,0.040534546054984646,2,1600,4.0659497,9.7220943,4.0655857,9.7220745,4.065767700000865,9.72208439999417,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118036_732138122_0,Segment sans nom,Rue secondaire,0.14169330330579474,2,1600,4.0659497,9.7220943,4.0659501,9.7233688,4.065968536810272,9.722730807830718,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118036_5822643708_0,Segment sans nom,Rue secondaire,0.10799394632174728,2,1600,4.0659497,9.7220943,4.0662979,9.7229198,4.066180665273193,9.722455389153254,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118037_732150693_0,Segment sans nom,Rue secondaire,0.027730034760636575,2,1600,4.0596763,9.7543704,4.0598984,9.7544841,4.059787350003608,9.754427249991197,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118037_732140077_0,Segment sans nom,Rue secondaire,0.11279024487434393,2,1600,4.0596763,9.7543704,4.058778,9.7538981,4.059227400160302,9.75413377840264,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118037_732149570_0,Segment sans nom,Rue secondaire,0.07681899164051287,2,1600,4.0596763,9.7543704,4.0593803,9.7549961,4.059530220065439,9.75468417969715,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118039_732122613_0,Segment sans nom,Rue secondaire,0.05711832157672327,2,1600,4.0679971,9.7736801,4.0674837,9.7736632,4.067740400001367,9.77367164998962,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118039_5763541386_0,Segment sans nom,Rue secondaire,0.07258075077492297,2,1600,4.0679971,9.7736801,4.0686496,9.7736976,4.0683233500020295,9.773688849984028,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118039_732129751_0,Segment sans nom,Rue secondaire,0.09870828693385972,2,1600,4.0679971,9.7736801,4.0680494,9.7727917,4.0680232501199525,9.773235900037523,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118039_732152396_0,Segment sans nom,Rue secondaire,0.15733147597956154,2,1600,4.0679971,9.7736801,4.0679281,9.7750969,4.0679626003062594,9.77438850008929,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118042_5766019619_0,Segment sans nom,Rue secondaire,0.052585050984372994,2,1600,4.1023042,9.6442892,4.1025683,9.6438959,4.102436250019357,9.644092550034394,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118042_5766059428_0,Segment sans nom,Rue secondaire,0.22110703430841191,2,1600,4.1023042,9.6442892,4.103803,9.6455979,4.103061740194393,9.644934552661656,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118042_732123494_0,Segment sans nom,Rue secondaire,0.11426670141372576,2,1600,4.1023042,9.6442892,4.1014403,9.6437361,4.10188220561986,9.64399732444657,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118044_732141733_0,Segment sans nom,Rue secondaire,0.05193932194715524,2,1600,4.0316895,9.7095282,4.0321144,9.7097227,4.0319019500108535,9.709625449970925,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118044_732122616_0,Segment sans nom,Rue secondaire,0.06406938468550497,2,1600,4.0316895,9.7095282,4.0311595,9.7093016,4.031424500015267,9.70941489995716,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118044_5789930681_0,Segment sans nom,Rue secondaire,0.07433850268309573,2,1600,4.0316895,9.7095282,4.0319788,9.708924,4.0318341500470405,9.709226100061038,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118044_732139395_0,Segment sans nom,Rue secondaire,0.0745237318812404,2,1600,4.0316895,9.7095282,4.0313891,9.7101288,4.0315393000460755,9.709828500062466,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118045_732122700_0,Segment sans nom,Rue secondaire,0.18712061113709444,2,1600,4.0764373,9.7818404,4.0751766,9.7829579,4.075806950115295,9.78239915042542,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118045_732149667_0,Segment sans nom,Rue secondaire,0.10222585613651194,2,1600,4.0764373,9.7818404,4.0771318,9.7812365,4.076784550033292,9.7815384501262,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118045_5754494148_0,Segment sans nom,Rue secondaire,0.04555884434341493,2,1600,4.0764373,9.7818404,4.0766999,9.7821557,4.076568600020638,9.781998049975343,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118047_732139884_0,Segment sans nom,Rue secondaire,0.10294405591341187,2,1600,4.0210624,9.7022004,4.0204833,9.7029245,4.020772850059102,9.70256245013291,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118047_5764066856_0,Avenue de l'indépendance(N°2.351),Avenue principale,0.11393031847206489,2,3000,4.0210624,9.7022004,4.0218541,9.7028524,4.021458250094899,9.702526399837422,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118047_4536692537_0,Avenue de l'indépendance(N°2.351),Avenue principale,0.12805613702702473,2,3000,4.0210624,9.7022004,4.0202033,9.701432,4.020637262924174,9.701811326148398,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118055_732136524_0,Segment sans nom,Rue secondaire,0.06194366171666912,2,1600,4.0507889,9.7354338,4.0511758,9.735032,4.050982350016728,9.735232900048091,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118055_732129232_0,Segment sans nom,Rue secondaire,0.1306189780635064,2,1600,4.0507889,9.7354338,4.0500404,9.7345262,4.050414650167295,9.734979999798984,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118055_732118434_0,Segment sans nom,Rue secondaire,0.20032137732829336,2,1600,4.0507889,9.7354338,4.0518543,9.7368901,4.051318665575781,9.736164082521293,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118064_929330194_0,Segment sans nom,Avenue principale,0.07680356420989966,2,3000,4.0843063,9.794741,4.0836269,9.7946162,4.083966600008992,9.794678599960353,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118064_5773091119_0,Segment sans nom,Avenue principale,0.03289862462880136,2,3000,4.0843063,9.794741,4.0845955,9.7948036,4.0844509000019675,9.794772299992,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118064_732124228_0,Segment sans nom,Rue secondaire,0.3683398472285247,2,1600,4.0843063,9.794741,4.0853526,9.7916508,4.08475298514912,9.793189686685418,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118067_732123181_0,Rue 4.784,Rue secondaire,0.09557569172586723,2,1600,4.1164776,9.6569455,4.1164567,9.656084,4.116467150117627,9.656514750012954,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118067_732143190_0,Rue 4.717,Rue secondaire,0.15782349727815848,2,1600,4.1164776,9.6569455,4.1151043,9.6565889,4.11578821678588,9.656777384197953,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118067_5743759839_0,Rue 4.717,Rue secondaire,0.11898896251039415,2,1600,4.1164776,9.6569455,4.1175237,9.6571707,4.116999703404866,9.657062466487053,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118067_732149341_0,Rue 4.784,Rue secondaire,0.148102663729273,2,1600,4.1164776,9.6569455,4.116504,9.6582806,4.116490714403734,9.65761305172522,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118070_5771197893_0,Segment sans nom,Rue secondaire,0.09658910274134143,2,1600,4.0003747,9.7903499,3.9999493,9.7895907,4.000162000108122,9.789970299914057,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118072_732131939_0,Route du Quartier Carriere,Rue secondaire,0.1953791084698742,2,1600,4.0303992,9.7553055,4.0320447,9.7546899,4.031217668020955,9.754986894695902,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118072_732150737_0,Route du Quartier Carriere,Rue secondaire,0.2383581232402821,2,1600,4.0303992,9.7553055,4.0287711,9.7563288,4.029438380733564,9.755687195960967,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118072_732145011_0,Segment sans nom,Rue secondaire,0.11248704008503552,2,1600,4.0303992,9.7553055,4.0305714,9.7563044,4.030490196573723,9.755804119253662,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118082_732120676_0,Segment sans nom,Rue secondaire,0.0772947983387805,2,1600,4.0656059,9.7796395,4.0650338,9.7792447,4.065323954457499,9.779436239837047,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118088_732149899_0,Segment sans nom,Rue secondaire,0.03657018664985379,2,1600,3.9791453,9.7695866,3.9792299,9.7692691,3.979193886870357,9.76942952523343,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118088_5749764905_0,Segment sans nom,Rue secondaire,0.11385262509313018,2,1600,3.9791453,9.7695866,3.9791509,9.7705954,3.979174750370055,9.770085507874622,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118088_5749764771_0,Segment sans nom,Rue secondaire,0.12474947094922914,2,1600,3.9791453,9.7695866,3.9787135,9.7702709,3.9787899378564444,9.769793515491552,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118094_5820284437_0,Segment sans nom,Rue secondaire,0.008285519598606107,2,1600,4.0353416,9.7408444,4.0353625,9.7407727,4.035352050000709,9.740808550000592,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118094_5820284438_0,Segment sans nom,Avenue principale,0.03900374648916437,2,3000,4.0353416,9.7408444,4.0356826,9.7409266,4.0355117918850745,9.740886712962803,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118096_732144688_0,Segment sans nom,Rue secondaire,0.0799043082653231,2,1600,4.0646092,9.7629295,4.0642073,9.7635267,4.06440825004191,9.763228100079653,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118096_5779572970_0,Segment sans nom,Rue secondaire,0.071496465056665,2,1600,4.0646092,9.7629295,4.0649689,9.7623952,4.064789050033555,9.762662350063778,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118096_732123621_0,Segment sans nom,Rue secondaire,0.050012598592209474,2,1600,4.0646092,9.7629295,4.064232,9.7626839,4.064420600015195,9.762806699969113,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118096_732126056_0,Segment sans nom,Rue secondaire,0.11756008032473815,2,1600,4.0646092,9.7629295,4.0653486,9.7626655,4.065011145486007,9.762971706380023,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118100_8249661080_0,Segment sans nom,Rue secondaire,0.07100324077735785,2,1600,4.0491017,9.7265479,4.0491563,9.7259101,4.0491290000610185,9.726229000021872,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118100_5820873286_0,Segment sans nom,Rue secondaire,0.12080317043043104,2,1600,4.0491017,9.7265479,4.0501835,9.7266481,4.049642600011145,9.726597999934848,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118100_5820873287_0,Segment sans nom,Rue secondaire,0.10909881904355366,2,1600,4.0491017,9.7265479,4.0494667,9.727442,4.04924923112299,9.727003194942764,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118102_732146338_0,Segment sans nom,Rue secondaire,0.21045136721980476,2,1600,4.0959874,9.6693483,4.0966207,9.6711364,4.096304050559541,9.670242349720011,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118102_5771337832_0,Segment sans nom,Rue secondaire,0.009223301375946869,2,1600,4.0959874,9.6693483,4.09591,9.6693782,4.09594870000004,9.669363250000591,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118102_732132922_0,Segment sans nom,Rue secondaire,0.008460304761896067,2,1600,4.0959874,9.6693483,4.096052,9.669308,4.096019700000134,9.669328150000744,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118103_732146734_0,Segment sans nom,Rue secondaire,0.07708405139254348,2,1600,4.067764,9.7669905,4.0672306,9.7665466,4.067497300045348,9.76676854992452,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118105_732120366_0,Segment sans nom,Rue secondaire,0.07313195708753835,2,1600,4.0002214,9.7595121,3.9996308,9.759222,3.999926100023844,9.759367049940481,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118105_732144442_0,Segment sans nom,Rue secondaire,0.033443585239004696,2,1600,4.0002214,9.7595121,4.0001008,9.7597883,4.000161100009775,9.75965020001189,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118105_732131564_0,Segment sans nom,Rue secondaire,0.05108945693090381,2,1600,4.0002214,9.7595121,4.0002048,9.7590574,4.000231964236407,9.759284578069767,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118106_732119412_0,Segment sans nom,Rue secondaire,0.20110463184854788,2,1600,4.0755583,9.7317666,4.0753166,9.7299861,4.0753738763705565,9.730882324381358,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118106_732123253_0,Segment sans nom,Rue secondaire,0.13812957073290938,2,1600,4.0755583,9.7317666,4.0744111,9.7322443,4.074984312855132,9.732004528078,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118106_732128611_0,Segment sans nom,Rue secondaire,0.04657385799937373,2,1600,4.0755583,9.7317666,4.0759201,9.7315648,4.07574786858436,9.731679420960473,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118111_5770811469_0,Segment sans nom,Rue secondaire,0.0840851727387301,2,1600,3.9943392,9.7880824,3.9940755,9.7887922,3.994207142902248,9.788437337727968,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118114_732125761_0,Rue 4.127,Rue secondaire,0.12831606834028134,2,1600,4.07112,9.66145,4.0722183,9.661095,4.071669150003657,9.661272500093318,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118114_732136733_0,Rue 4.076,Rue secondaire,0.09339163621604869,2,1600,4.07112,9.66145,4.0708651,9.6606477,4.0709925501106365,9.661048849951511,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118114_732145643_0,Rue 4.076,Rue secondaire,0.03381261420855103,2,1600,4.07112,9.66145,4.0712338,9.6617327,4.071176900014093,9.661591349991767,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118114_5787432021_0,Rue 4.127,Rue secondaire,0.13738027360568394,2,1600,4.07112,9.66145,4.0699409,9.6618198,4.070529739110047,9.661632667048202,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118116_5796202759_0,Segment sans nom,Rue secondaire,0.03406785936020982,2,1600,4.0206226,9.751769,4.0206721,9.7514659,4.0206473500132605,9.751617450007135,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118116_2380194620_0,Segment sans nom,Rue secondaire,0.18663597446194524,2,1600,4.0206226,9.751769,4.0222832,9.7520104,4.0214518980321925,9.751897198674397,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118116_5796202790_0,Segment sans nom,Rue secondaire,0.07021846110193523,2,1600,4.0206226,9.751769,4.020839,9.7523095,4.020668324399579,9.752057349536463,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118117_5805667054_0,Segment sans nom,Avenue principale,0.008309262607713898,2,3000,4.018343,9.7447202,4.0183965,9.7446679,4.01836975000027,9.74469405000085,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118117_732127672_0,Segment sans nom,Avenue principale,0.04951593202258502,2,3000,4.018343,9.7447202,4.0179965,9.7449999,4.018166774512744,9.744856309451942,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118117_732120871_0,Segment sans nom,Rue secondaire,0.09728610851907908,2,1600,4.018343,9.7447202,4.018897,9.7453988,4.0186163336379375,9.745062439883965,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118119_732124754_0,Rue 4.653,Rue secondaire,0.16448986157722215,2,1600,4.0887808,9.6461983,4.0898775,9.6471913,4.089317865732128,9.646707231893542,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118133_732128644_0,Segment sans nom,Rue secondaire,0.04954212774657257,2,1600,4.0022088,9.7705713,4.0022035,9.7701247,4.002206150030643,9.770348000005143,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118133_732148859_0,Segment sans nom,Rue secondaire,0.10979654094615883,2,1600,4.0022088,9.7705713,4.0031962,9.770578,4.002702500003344,9.770574649969578,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118133_5784645820_0,Segment sans nom,Rue secondaire,0.08343937132160727,2,1600,4.0022088,9.7705713,4.0016309,9.7710494,4.00192580248283,9.770817234706895,False,OpenStreetMap,2026-05-30T20:07:09.399149
OSM_732118143_7980670404_0,Rue église presby,Rue secondaire,0.0801756113357686,2,1600,4.0136021,9.7962,4.0142144,9.7958183,4.013908250009289,9.796009150064233,False,OpenStreetMap,2026-05-30T20:07:09.399149
